"","Voyage","Deployment","Acc","Taxa","CAAB","weight_g","Count","sub","comment","Storage_temp","Preservative","Container name","ACat","Taxa_Groups"
"180","in2020_v08",30,30,"Gennadas gilchristi",28713007,5,10,NA,NA,"-20 degC",NA,"Plastic Bag","Prawn","Crustacean"
"181","in2020_v08",12,31,"Thysanoessa spp.",28702907,1,19,NA,NA,"-20 degC",NA,"Plastic Bag","Krill","Crustacean"
"182","in2020_v08",13,48,"Thysanoessa spp.",28702907,NA,4,NA,NA,"-20 degC",NA,"Plastic Bag","Krill","Crustacean"
"183","in2020_v08",15,30,"Thysanoessa spp.",28702907,0.5,9,"<","1","-20 degC",NA,"Plastic Bag","Krill","Crustacean"
"184","in2020_v08",16,8,"Thysanoessa spp.",28702907,0.5,7,NA,NA,"-20 degC",NA,"Plastic Bag","Krill","Crustacean"
"185","in2020_v08",17,45,"Thysanoessa spp.",28702907,24,400,NA,NA,"-20 degC",NA,"Plastic Bag","Krill","Crustacean"
"186","in2020_v08",18,36,"Thysanoessa spp.",28702907,1,32,NA,NA,"-20 degC",NA,"Plastic Bag","Krill","Crustacean"
"187","in2020_v08",21,29,"Thysanoessa spp.",28702907,0.5,8,NA,NA,"-20 degC",NA,"Plastic Bag","Krill","Crustacean"
"188","in2020_v08",7,32,"Stylocheiron spp.",28702906,0.5,12,NA,NA,"-20 degC",NA,"Plastic Bag","Krill","Crustacean"
"189","in2020_v08",16,21,"Stylocheiron spp.",28702906,0.5,1,NA,NA,"-20 degC",NA,"Plastic Bag","Krill","Crustacean"
"190","in2020_v08",18,32,"Stylocheiron spp.",28702906,1,10,NA,NA,"-20 degC",NA,"Plastic Bag","Krill","Crustacean"
"191","in2020_v08",1,27,"Nematoscelis spp.",28702903,2,27,NA,NA,"-20 degC",NA,"Plastic Bag","Krill","Crustacean"
"192","in2020_v08",5,13,"Nematoscelis spp.",28702903,8,173,"8g","wet","-20 degC",NA,"Plastic Bag","Krill","Crustacean"
"193","in2020_v08",7,33,"Nematobrachion spp.",28702902,1,17,NA,NA,"-20 degC",NA,"Plastic Bag","Krill","Crustacean"
"194","in2020_v08",13,49,"Nematobrachion spp.",28702902,NA,7,NA,NA,"-20 degC",NA,"Plastic Bag","Krill","Crustacean"
"195","in2020_v08",18,34,"Nematobrachion spp.",28702902,0.5,7,NA,NA,"-20 degC",NA,"Plastic Bag","Krill","Crustacean"
"196","in2020_v08",6,16,"Euphausia spp.",28702901,0.5,21,NA,NA,"-20 degC",NA,"Plastic Bag","Krill","Crustacean"
"197","in2020_v08",11,31,"Euphausia spp.",28702901,35,NA,"lengths","not","-20 degC",NA,"Plastic Bag","Krill","Crustacean"
"198","in2020_v08",12,34,"Euphausia spp.",28702901,0.5,26,NA,NA,"-20 degC",NA,"Plastic Bag","Krill","Crustacean"
"199","in2020_v08",14,25,"Euphausia spp.",28702901,0.5,4,"<","1","-20 degC",NA,"Plastic Bag","Krill","Crustacean"
"200","in2020_v08",19,9,"Euphausia spp.",28702901,10,1,NA,NA,"-20 degC",NA,"Plastic Bag","Krill","Crustacean"
"201","in2020_v08",20,9,"Euphausia spp.",28702901,1,2,NA,NA,"-20 degC",NA,"Plastic Bag","Krill","Crustacean"
"202","in2020_v08",23,15,"Euphausia spp.",28702901,0.5,5,NA,NA,"-20 degC",NA,"Plastic Bag","Krill","Crustacean"
"203","in2020_v08",30,19,"Euphausia spp.",28702901,1,13,NA,NA,"-20 degC",NA,"Plastic Bag","Krill","Crustacean"
"204","in2020_v08",33,6,"Euphausia spp.",28702901,0.5,1,"<","1","-20 degC",NA,"Plastic Bag","Krill","Crustacean"
"205","in2020_v08",25,1,"Thysanoessa macrura",28702052,0.5,31,"wet","weight","-20 degC",NA,"Plastic Bag","Krill","Crustacean"
"206","in2020_v08",27,20,"Thysanoessa macrura",28702052,0.5,48,"See","#","-20 degC",NA,NA,"Krill","Crustacean"
"207","in2020_v08",29,49,"Thysanoessa macrura",28702052,0.5,46,NA,NA,"-20 degC",NA,"Plastic Bag","Krill","Crustacean"
"208","in2020_v08",31,22,"Thysanoessa macrura",28702052,0.5,3,"<","1","-20 degC",NA,"Plastic Bag","Krill","Crustacean"
"209","in2020_v08",34,33,"Thysanoessa macrura",28702052,1,44,"See","#35","-20 degC",NA,NA,"Krill","Crustacean"
"210","in2020_v08",35,20,"Thysanoessa macrura",28702052,10,24,NA,NA,"-20 degC",NA,NA,"Krill","Crustacean"
"211","in2020_v08",37,40,"Thysanoessa macrura",28702052,15,176,NA,NA,"-20 degC",NA,NA,"Krill","Crustacean"
"212","in2020_v08",38,21,"Thysanoessa macrura",28702052,0.5,10,NA,NA,"-20 degC",NA,NA,"Krill","Crustacean"
"213","in2020_v08",40,27,"Thysanoessa macrura",28702052,2,79,NA,NA,"-20 degC",NA,NA,"Krill","Crustacean"
"214","in2020_v08",40,28,"Thysanoessa macrura",28702052,1,38,"big","eye","-20 degC",NA,NA,"Krill","Crustacean"
"215","in2020_v08",42,31,"Thysanoessa macrura",28702052,5,150,NA,NA,"-20 degC",NA,"Plastic Bag","Krill","Crustacean"
"216","in2020_v08",46,53,"Thysanoessa macrura",28702052,4,89,NA,NA,"-20 degC",NA,"Plastic Bag","Krill","Crustacean"
"217","in2020_v08",49,23,"Thysanoessa macrura",28702052,4,137,NA,NA,"-20 degC",NA,NA,"Krill","Crustacean"
"218","in2020_v08",25,25,"Euphausia triacantha",28702043,27,135,"whole","sample;","-20 degC",NA,"Plastic Bag","Krill","Crustacean"
"219","in2020_v08",27,3,"Euphausia triacantha",28702043,19,142,"See","#22","-20 degC",NA,NA,"Krill","Crustacean"
"220","in2020_v08",30,20,"Euphausia triacantha",28702043,14,70,NA,NA,"-20 degC",NA,"Plastic Bag","Krill","Crustacean"
"221","in2020_v08",31,12,"Euphausia triacantha",28702043,1,4,NA,NA,"-20 degC",NA,"Plastic Bag","Krill","Crustacean"
"222","in2020_v08",32,9,"Euphausia triacantha",28702043,0.5,2,"<","1","-20 degC",NA,"Plastic Bag","Krill","Crustacean"
"223","in2020_v08",34,10,"Euphausia triacantha",28702043,3,21,NA,NA,"-20 degC",NA,NA,"Krill","Crustacean"
"224","in2020_v08",35,19,"Euphausia triacantha",28702043,11,25,NA,NA,"-20 degC",NA,NA,"Krill","Crustacean"
"225","in2020_v08",36,48,"Euphausia triacantha",28702043,18,104,NA,NA,"-20 degC",NA,NA,"Krill","Crustacean"
"226","in2020_v08",37,7,"Euphausia triacantha",28702043,82,393,"See","#38","-20 degC",NA,NA,"Krill","Crustacean"
"227","in2020_v08",38,18,"Euphausia triacantha",28702043,8,31,NA,NA,"-20 degC",NA,NA,"Krill","Crustacean"
"228","in2020_v08",40,14,"Euphausia triacantha",28702043,15,56,NA,NA,"-20 degC",NA,NA,"Krill","Crustacean"
"229","in2020_v08",41,45,"Euphausia triacantha",28702043,45,180,"This","is","-20 degC",NA,"Plastic Bag","Krill","Crustacean"
"230","in2020_v08",42,10,"Euphausia triacantha",28702043,2,10,NA,NA,"-20 degC",NA,"Plastic Bag","Krill","Crustacean"
"231","in2020_v08",45,5,"Euphausia triacantha",28702043,27,207,"remainder","of","-20 degC",NA,"Plastic Bag","Krill","Crustacean"
"232","in2020_v08",46,20,"Euphausia triacantha",28702043,28,140,NA,NA,"-20 degC",NA,"Plastic Bag","Krill","Crustacean"
"233","in2020_v08",47,16,"Euphausia triacantha",28702043,4,16,NA,NA,"-20 degC",NA,"Plastic Bag","Krill","Crustacean"
"234","in2020_v08",49,10,"Euphausia triacantha",28702043,140,570,"See","#11","-20 degC",NA,NA,"Krill","Crustacean"
"235","in2020_v08",52,10,"Euphausia triacantha",28702043,0.5,3,"<","1","-20 degC",NA,"Plastic Bag","Krill","Crustacean"
"236","in2020_v08",3,9,"Nematoscelis megalops",28702015,1,22,NA,NA,"-20 degC",NA,"Plastic Bag","Krill","Crustacean"
"237","in2020_v08",6,22,"Nematoscelis megalops",28702015,0.5,7,NA,NA,"-20 degC",NA,"Plastic Bag","Krill","Crustacean"
"238","in2020_v08",12,26,"Nematoscelis megalops",28702015,1,7,NA,NA,"-20 degC",NA,"Plastic Bag","Krill","Crustacean"
"239","in2020_v08",13,8,"Nematoscelis megalops",28702015,0.5,4,"less","than","-20 degC",NA,"Plastic Bag","Krill","Crustacean"
"240","in2020_v08",21,37,"Nematoscelis megalops",28702015,0.5,1,NA,NA,"-20 degC","Ethanol 70%","Plastic Bag","Krill","Crustacean"
"241","in2020_v08",21,27,"Nematobrachion boopis",28702011,1,5,NA,NA,"-20 degC",NA,"Plastic Bag","Krill","Crustacean"
"242","in2020_v08",13,42,"Euphausia similis similis",28702007,1,23,NA,NA,"-20 degC",NA,"Plastic Bag","Krill","Crustacean"
"243","in2020_v08",16,4,"Euphausia similis similis",28702007,1,10,NA,NA,"-20 degC",NA,"Plastic Bag","Krill","Crustacean"
"244","in2020_v08",17,46,"Euphausia similis similis",28702007,4,130,NA,NA,"-20 degC",NA,"Plastic Bag","Krill","Crustacean"
"245","in2020_v08",18,33,"Euphausia similis similis",28702007,3,50,NA,NA,"-20 degC",NA,"Plastic Bag","Krill","Crustacean"
"246","in2020_v08",21,33,"Euphausia similis similis",28702007,0.5,9,NA,NA,"-20 degC",NA,"Plastic Bag","Krill","Crustacean"
"247","in2020_v08",25,30,"Euphausia similis similis",28702007,0.5,45,"wet","weight","-20 degC",NA,"Plastic Bag","Krill","Crustacean"
"248","in2020_v08",27,4,"Euphausia similis similis",28702007,25,183,"See","#33","-20 degC",NA,"Plastic Bag","Krill","Crustacean"
"249","in2020_v08",31,21,"Euphausia similis similis",28702007,0.5,4,NA,NA,"-20 degC",NA,"Plastic Bag","Krill","Crustacean"
"250","in2020_v08",37,32,"Euphausia similis similis",28702007,28,448,"See","#","-20 degC",NA,NA,"Krill","Crustacean"
"251","in2020_v08",38,20,"Euphausia similis similis",28702007,0.5,68,"E.","similis-like.","-20 degC",NA,NA,"Krill","Crustacean"
"252","in2020_v08",40,38,"Euphausia similis similis",28702007,1,41,"E.","similis","-20 degC",NA,NA,"Krill","Crustacean"
"253","in2020_v08",49,20,"Euphausia similis similis",28702007,67,403,"E.","similis-like","-20 degC",NA,NA,"Krill","Crustacean"
"254","in2020_v08",7,58,"Euphausiidae - undifferentiated",28702000,2,13,"was","35","-20 degC",NA,"Plastic Bag","Krill","Crustacean"
"255","in2020_v08",22,41,"Euphausiidae - undifferentiated",28702000,8,65,NA,NA,"-20 degC",NA,"Plastic Bag","Krill","Crustacean"
"256","in2020_v08",28,51,"Euphausiidae - undifferentiated",28702000,50,48,"Subsample",NA,"-20 degC",NA,NA,"Krill","Crustacean"
"257","in2020_v08",4,10,"Order Euphausiacea - undifferentiated",28700000,5,33,NA,NA,"-20 degC",NA,"Plastic Bag","Krill","Crustacean"
"258","in2020_v08",11,20,"Order Euphausiacea - undifferentiated",28700000,30,NA,NA,NA,"-20 degC",NA,"Plastic Bag","Krill","Crustacean"
"259","in2020_v08",14,24,"Order Euphausiacea - undifferentiated",28700000,9,28,NA,NA,"-20 degC",NA,"Plastic Bag","Krill","Crustacean"
"260","in2020_v08",19,10,"Order Euphausiacea - undifferentiated",28700000,1,11,NA,NA,"-20 degC",NA,"Plastic Bag","Krill","Crustacean"
"261","in2020_v08",20,12,"Order Euphausiacea - undifferentiated",28700000,0.5,10,NA,NA,"-20 degC",NA,"Plastic Bag","Krill","Crustacean"
"262","in2020_v08",24,5,"Order Euphausiacea - undifferentiated",28700000,0.5,6,NA,NA,"-20 degC",NA,"Plastic Bag","Krill","Crustacean"
"263","in2020_v08",36,45,"Order Euphausiacea - undifferentiated",28700000,6,98,NA,NA,"-20 degC",NA,NA,"Krill","Crustacean"
"264","in2020_v08",41,48,"Order Euphausiacea - undifferentiated",28700000,1,52,NA,NA,"-20 degC",NA,"Plastic Bag","Krill","Crustacean"
"265","in2020_v08",45,10,"Order Euphausiacea - undifferentiated",28700000,4,179,"179","measured,","-20 degC",NA,"Plastic Bag","Krill","Crustacean"
"266","in2020_v08",47,17,"Order Euphausiacea - undifferentiated",28700000,0.5,5,NA,NA,"-20 degC",NA,"Plastic Bag","Krill","Crustacean"
"267","in2020_v08",6,19,"Primno spp.",28573903,0.5,14,NA,NA,"-20 degC",NA,"Plastic Bag","Amphipods","Crustacean"
"268","in2020_v08",7,49,"Primno spp.",28573903,0.5,17,NA,NA,"-20 degC",NA,"Plastic Bag","Amphipods","Crustacean"
"269","in2020_v08",14,14,"Primno spp.",28573903,0.5,19,"<","1","-20 degC",NA,"Plastic Bag","Amphipods","Crustacean"
"270","in2020_v08",19,7,"Primno spp.",28573903,10,1,NA,NA,"-20 degC",NA,"Plastic Bag","Amphipods","Crustacean"
"271","in2020_v08",22,17,"Primno spp.",28573903,2,21,NA,NA,"-20 degC",NA,"Plastic Bag","Amphipods","Crustacean"
"272","in2020_v08",28,42,"Primno spp.",28573903,0.5,4,NA,NA,"-20 degC",NA,NA,"Amphipods","Crustacean"
"273","in2020_v08",30,14,"Primno spp.",28573903,0.5,3,"<","1","-20 degC",NA,"Plastic Bag","Amphipods","Crustacean"
"274","in2020_v08",36,29,"Primno spp.",28573903,0.5,5,NA,NA,"-20 degC",NA,NA,"Amphipods","Crustacean"
"275","in2020_v08",41,32,"Primno spp.",28573903,0.5,2,"<","1","-20 degC",NA,"Plastic Bag","Amphipods","Crustacean"
"276","in2020_v08",44,7,"Primno spp.",28573903,0.5,2,"<","1","-20 degC",NA,"Plastic Bag","Amphipods","Crustacean"
"277","in2020_v08",4,9,"Phronima spp.",28572901,0.5,2,NA,NA,"-20 degC",NA,"Plastic Bag","Amphipods","Crustacean"
"278","in2020_v08",5,5,"Phronima spp.",28572901,0.5,5,NA,NA,"-20 degC",NA,"Plastic Bag","Amphipods","Crustacean"
"279","in2020_v08",10,7,"Phronima spp.",28572901,1,6,NA,NA,"-20 degC",NA,"Plastic Bag","Amphipods","Crustacean"
"280","in2020_v08",16,7,"Phronima spp.",28572901,2,11,NA,NA,"-20 degC",NA,"Plastic Bag","Amphipods","Crustacean"
"281","in2020_v08",19,8,"Phronima spp.",28572901,0.5,2,NA,NA,"-20 degC",NA,"Plastic Bag","Amphipods","Crustacean"
"282","in2020_v08",20,5,"Phronima spp.",28572901,0.5,2,NA,NA,"-20 degC",NA,"Plastic Bag","Amphipods","Crustacean"
"283","in2020_v08",20,13,"Hyperiidae - undifferentiated",28570911,0.5,1,NA,NA,"-20 degC",NA,"Plastic Bag","Amphipods","Crustacean"
"284","in2020_v08",36,55,"Hyperiidae - undifferentiated",28570911,0.5,1,NA,NA,"-20 degC",NA,NA,"Amphipods","Crustacean"
"285","in2020_v08",39,14,"Hyperiidae - undifferentiated",28570911,0.5,2,"Amphipod",NA,"-20 degC",NA,NA,"Amphipods","Crustacean"
"286","in2020_v08",41,34,"Hyperiidae - undifferentiated",28570911,0.5,2,"<","1","-20 degC",NA,"Plastic Bag","Amphipods","Crustacean"
"287","in2020_v08",41,33,"Hyperia spp.",28570901,0.5,1,"Hyperia","medusarium;","-20 degC",NA,"Plastic Bag","Amphipods","Crustacean"
"288","in2020_v08",44,11,"Hyperia spp.",28570901,0.5,2,"<","1","-20 degC",NA,"Plastic Bag","Amphipods","Crustacean"
"289","in2020_v08",28,45,"Pegohyperia princeps",28570031,0.5,1,NA,NA,"-20 degC",NA,NA,"Amphipods","Crustacean"
"290","in2020_v08",36,43,"Pegohyperia princeps",28570031,3,1,NA,NA,"-20 degC",NA,NA,"Amphipods","Crustacean"
"291","in2020_v08",52,27,"Pegohyperia princeps",28570031,0.5,1,"<","1","-20 degC",NA,"Plastic Bag","Amphipods","Crustacean"
"292","in2020_v08",2,11,"Themisto gaudichaudii",28570022,0.5,66,NA,NA,"-20 degC",NA,"McCarthy Vial","Amphipods","Crustacean"
"293","in2020_v08",3,6,"Themisto gaudichaudii",28570022,0.5,14,NA,NA,"-20 degC",NA,"Plastic Bag","Amphipods","Crustacean"
"294","in2020_v08",4,6,"Themisto gaudichaudii",28570022,0.5,1,NA,NA,"-20 degC",NA,"Plastic Bag","Amphipods","Crustacean"
"295","in2020_v08",5,8,"Themisto gaudichaudii",28570022,0.5,36,NA,NA,"-20 degC",NA,"Plastic Bag","Amphipods","Crustacean"
"296","in2020_v08",6,7,"Themisto gaudichaudii",28570022,0.5,4,NA,NA,"-20 degC",NA,"Plastic Bag","Amphipods","Crustacean"
"297","in2020_v08",8,13,"Themisto gaudichaudii",28570022,0.5,69,NA,NA,"-20 degC",NA,"Plastic Bag","Amphipods","Crustacean"
"298","in2020_v08",10,12,"Themisto gaudichaudii",28570022,0.5,4,NA,NA,"-20 degC",NA,"Plastic Bag","Amphipods","Crustacean"
"299","in2020_v08",11,4,"Themisto gaudichaudii",28570022,13,85,"weight","of","-20 degC",NA,"Plastic Bag","Amphipods","Crustacean"
"300","in2020_v08",14,11,"Themisto gaudichaudii",28570022,0.5,5,NA,NA,"-20 degC",NA,"Plastic Bag","Amphipods","Crustacean"
"301","in2020_v08",15,27,"Themisto gaudichaudii",28570022,0.5,4,NA,NA,"-20 degC",NA,"Plastic Bag","Amphipods","Crustacean"
"302","in2020_v08",17,6,"Themisto gaudichaudii",28570022,3,208,NA,NA,"-20 degC",NA,"Plastic Bag","Amphipods","Crustacean"
"303","in2020_v08",18,6,"Themisto gaudichaudii",28570022,2,32,NA,NA,"-20 degC",NA,"Plastic Bag","Amphipods","Crustacean"
"304","in2020_v08",19,4,"Themisto gaudichaudii",28570022,3,19,NA,NA,"-20 degC",NA,"Plastic Bag","Amphipods","Crustacean"
"305","in2020_v08",22,7,"Themisto gaudichaudii",28570022,21,5,NA,NA,"-20 degC",NA,"Plastic Bag","Amphipods","Crustacean"
"306","in2020_v08",23,10,"Themisto gaudichaudii",28570022,0.5,2,NA,NA,"-20 degC",NA,"Plastic Bag","Amphipods","Crustacean"
"307","in2020_v08",24,2,"Themisto gaudichaudii",28570022,1,8,NA,NA,"-20 degC",NA,"Plastic Bag","Amphipods","Crustacean"
"308","in2020_v08",25,3,"Themisto gaudichaudii",28570022,0.5,11,"wet","weight","-20 degC",NA,"Plastic Bag","Amphipods","Crustacean"
"309","in2020_v08",27,13,"Themisto gaudichaudii",28570022,3,54,"Not","sure","-20 degC",NA,NA,"Amphipods","Crustacean"
"310","in2020_v08",28,39,"Themisto gaudichaudii",28570022,1,11,NA,NA,"-20 degC",NA,NA,"Amphipods","Crustacean"
"311","in2020_v08",29,50,"Themisto gaudichaudii",28570022,0.5,4,NA,NA,"-20 degC",NA,"Plastic Bag","Amphipods","Crustacean"
"312","in2020_v08",30,31,"Themisto gaudichaudii",28570022,0.5,3,"<","1","-20 degC",NA,"Plastic Bag","Amphipods","Crustacean"
"313","in2020_v08",31,2,"Themisto gaudichaudii",28570022,1,9,NA,NA,"-20 degC",NA,"Plastic Bag","Amphipods","Crustacean"
"314","in2020_v08",32,2,"Themisto gaudichaudii",28570022,0.5,5,"<","1","-20 degC",NA,"Plastic Bag","Amphipods","Crustacean"
"315","in2020_v08",33,4,"Themisto gaudichaudii",28570022,0.5,3,"<","1","-20 degC",NA,"Plastic Bag","Amphipods","Crustacean"
"316","in2020_v08",34,5,"Themisto gaudichaudii",28570022,1,27,NA,NA,"-20 degC",NA,NA,"Amphipods","Crustacean"
"317","in2020_v08",36,26,"Themisto gaudichaudii",28570022,2,9,NA,NA,"-20 degC",NA,NA,"Amphipods","Crustacean"
"318","in2020_v08",37,5,"Themisto gaudichaudii",28570022,60,3000,"See","#42","-20 degC",NA,NA,"Amphipods","Crustacean"
"319","in2020_v08",38,14,"Themisto gaudichaudii",28570022,0.5,4,NA,NA,"-20 degC",NA,NA,"Amphipods","Crustacean"
"320","in2020_v08",39,10,"Themisto gaudichaudii",28570022,40,313,"141=","18g,","-20 degC",NA,NA,"Amphipods","Crustacean"
"321","in2020_v08",41,36,"Themisto gaudichaudii",28570022,0.5,1,"<","1","-20 degC",NA,"Plastic Bag","Amphipods","Crustacean"
"322","in2020_v08",42,20,"Themisto gaudichaudii",28570022,0.5,20,NA,NA,"-20 degC",NA,"Plastic Bag","Amphipods","Crustacean"
"323","in2020_v08",43,1,"Themisto gaudichaudii",28570022,2761,46796,"total","weight","-20 degC",NA,"Plastic Bag","Amphipods","Crustacean"
"324","in2020_v08",43,7,"Themisto gaudichaudii",28570022,59,1000,"weight","subsample","-20 degC",NA,"Plastic Bag","Amphipods","Crustacean"
"325","in2020_v08",44,9,"Themisto gaudichaudii",28570022,3,61,NA,NA,"-20 degC",NA,"Plastic Bag","Amphipods","Crustacean"
"326","in2020_v08",46,29,"Themisto gaudichaudii",28570022,0.5,7,NA,NA,"-20 degC",NA,"Plastic Bag","Amphipods","Crustacean"
"327","in2020_v08",48,1,"Themisto gaudichaudii",28570022,720,28800,"subsample","-","-20 degC",NA,"Plastic Bag","Amphipods","Crustacean"
"328","in2020_v08",23,11,"Vibilia spp.",28566901,0.5,6,NA,NA,"-20 degC",NA,"Plastic Bag","Amphipods","Crustacean"
"329","in2020_v08",24,3,"Vibilia spp.",28566901,0.5,16,NA,NA,"-20 degC",NA,"Plastic Bag","Amphipods","Crustacean"
"330","in2020_v08",28,43,"Vibilia spp.",28566901,2,6,NA,NA,"-20 degC",NA,NA,"Amphipods","Crustacean"
"331","in2020_v08",30,29,"Vibilia spp.",28566901,0.5,2,"<","1","-20 degC",NA,"Plastic Bag","Amphipods","Crustacean"
"332","in2020_v08",33,10,"Vibilia spp.",28566901,0.5,10,"<","1","-20 degC",NA,"Plastic Bag","Amphipods","Crustacean"
"333","in2020_v08",36,28,"Vibilia spp.",28566901,1,8,NA,NA,"-20 degC",NA,NA,"Amphipods","Crustacean"
"334","in2020_v08",39,12,"Vibilia spp.",28566901,4,13,NA,NA,"-20 degC",NA,NA,"Amphipods","Crustacean"
"335","in2020_v08",41,35,"Vibilia spp.",28566901,0.5,1,"<","1","-20 degC",NA,"Plastic Bag","Amphipods","Crustacean"
"336","in2020_v08",44,8,"Vibilia spp.",28566901,0.5,11,"<","1","-20 degC",NA,"Plastic Bag","Amphipods","Crustacean"
"337","in2020_v08",10,9,"Cystisoma spp.",28565901,0.5,1,NA,NA,"-20 degC",NA,"Plastic Bag","Amphipods","Crustacean"
"338","in2020_v08",14,18,"Cystisoma spp.",28565901,0.5,1,"<","1","-20 degC",NA,"Plastic Bag","Amphipods","Crustacean"
"339","in2020_v08",22,10,"Cystisoma spp.",28565901,0.5,1,"weight",NA,"-20 degC",NA,"Plastic Bag","Amphipods","Crustacean"
"340","in2020_v08",23,9,"Cyllopus spp.",28564901,0.5,7,NA,NA,"-20 degC",NA,"Plastic Bag","Amphipods","Crustacean"
"341","in2020_v08",24,4,"Cyllopus spp.",28564901,4,36,NA,NA,"-20 degC",NA,"Plastic Bag","Amphipods","Crustacean"
"342","in2020_v08",28,41,"Cyllopus spp.",28564901,1,12,NA,NA,"-20 degC",NA,NA,"Amphipods","Crustacean"
"343","in2020_v08",30,32,"Cyllopus spp.",28564901,0.5,1,"<","1","-20 degC",NA,"Plastic Bag","Amphipods","Crustacean"
"344","in2020_v08",32,4,"Cyllopus spp.",28564901,0.5,41,"black","headed","-20 degC",NA,"Plastic Bag","Amphipods","Crustacean"
"345","in2020_v08",33,16,"Cyllopus spp.",28564901,1,8,NA,NA,"-20 degC",NA,"Plastic Bag","Amphipods","Crustacean"
"346","in2020_v08",36,32,"Cyllopus spp.",28564901,0.5,5,NA,NA,"-20 degC",NA,NA,"Amphipods","Crustacean"
"347","in2020_v08",39,13,"Cyllopus spp.",28564901,5,20,NA,NA,"-20 degC",NA,NA,"Amphipods","Crustacean"
"348","in2020_v08",41,30,"Cyllopus spp.",28564901,0.5,1,"<","1","-20 degC",NA,"Plastic Bag","Amphipods","Crustacean"
"349","in2020_v08",44,10,"Cyllopus spp.",28564901,2,59,NA,NA,"-20 degC",NA,"Plastic Bag","Amphipods","Crustacean"
"350","in2020_v08",14,8,"Scina spp.",28561901,0.5,2,NA,NA,"-20 degC",NA,"Plastic Bag","Amphipods","Crustacean"
"351","in2020_v08",22,28,"Scina spp.",28561901,0.5,3,"weight",NA,"-20 degC",NA,"Plastic Bag","Amphipods","Crustacean"
"352","in2020_v08",28,20,"Scina spp.",28561901,2,3,NA,NA,"-20 degC",NA,NA,"Amphipods","Crustacean"
"353","in2020_v08",36,34,"Scina spp.",28561901,2,2,NA,NA,"-20 degC",NA,NA,"Amphipods","Crustacean"
"354","in2020_v08",41,38,"Scina spp.",28561901,0.5,2,"<","1","-20 degC",NA,"Plastic Bag","Amphipods","Crustacean"
"355","in2020_v08",14,16,"Lanceola spp.",28555901,0.5,3,NA,NA,"-20 degC",NA,"Plastic Bag","Amphipods","Crustacean"
"356","in2020_v08",22,25,"Lanceola spp.",28555901,0.5,3,"weight",NA,"-20 degC",NA,"Plastic Bag","Amphipods","Crustacean"
"357","in2020_v08",28,46,"Lanceola spp.",28555901,0.5,4,NA,NA,"-20 degC",NA,NA,"Amphipods","Crustacean"
"358","in2020_v08",34,30,"Lanceola spp.",28555901,1,6,NA,NA,"-20 degC",NA,NA,"Amphipods","Crustacean"
"359","in2020_v08",36,31,"Lanceola spp.",28555901,5,6,NA,NA,"-20 degC",NA,NA,"Amphipods","Crustacean"
"360","in2020_v08",41,37,"Lanceola spp.",28555901,0.5,2,"<","1","-20 degC",NA,"Plastic Bag","Amphipods","Crustacean"
"361","in2020_v08",10,5,"Lanceola sayana",28555003,0.5,1,NA,NA,"-20 degC",NA,"Plastic Bag","Amphipods","Crustacean"
"362","in2020_v08",28,22,"Parandania boecki",28490011,3,9,NA,NA,"-20 degC",NA,"Plastic Bag","Amphipods","Crustacean"
"363","in2020_v08",30,17,"Parandania boecki",28490011,4,4,NA,NA,"-20 degC",NA,"Plastic Bag","Amphipods","Crustacean"
"364","in2020_v08",34,6,"Parandania boecki",28490011,2,10,"See","#36","-20 degC",NA,NA,"Amphipods","Crustacean"
"365","in2020_v08",36,41,"Parandania boecki",28490011,2,6,NA,NA,"-20 degC",NA,NA,"Amphipods","Crustacean"
