"","Voyage","Deployment","Acc","Taxa","CAAB","weight_g","Count","sub","comment","Storage_temp","Preservative","Container name","ACat","Taxa_Groups"
"366","in2020_v08",41,43,"Parandania boecki",28490011,5,6,NA,NA,"-20 degC",NA,"Plastic Bag","Amphipods","Crustacean"
"367","in2020_v08",47,29,"Parandania boecki",28490011,2,3,NA,NA,"-20 degC",NA,"Plastic Bag","Amphipods","Crustacean"
"368","in2020_v08",41,40,"Metacyphocaris spp.",28432901,0.5,1,"<","1","-20 degC",NA,"Plastic Bag","Amphipods","Crustacean"
"369","in2020_v08",47,30,"Eurythenes spp.",28427901,1,1,NA,NA,"-20 degC",NA,"Plastic Bag","Amphipods","Crustacean"
"370","in2020_v08",28,26,"Eurythenes gryllus",28427001,2,1,NA,NA,"-20 degC",NA,"Plastic Bag","Amphipods","Crustacean"
"371","in2020_v08",29,69,"Gammaridae - undifferentiated",28418000,10,31,"red",NA,"-20 degC",NA,"Plastic Bag","Amphipods","Crustacean"
"372","in2020_v08",7,2,"Uristidae - undifferentiated",28413000,12,37,NA,NA,"-20 degC",NA,"Plastic Bag","Amphipods","Crustacean"
"373","in2020_v08",14,30,"Uristidae - undifferentiated",28413000,4,15,NA,NA,"-20 degC",NA,"Plastic Bag","Amphipods","Crustacean"
"374","in2020_v08",21,3,"Uristidae - undifferentiated",28413000,1,8,NA,NA,"-20 degC",NA,"Plastic Bag","Amphipods","Crustacean"
"375","in2020_v08",22,16,"Uristidae - undifferentiated",28413000,19,81,NA,NA,"-20 degC",NA,"Plastic Bag","Amphipods","Crustacean"
"376","in2020_v08",14,13,"Cyphocaris spp.",28406901,0.5,1,NA,NA,"-20 degC",NA,"Plastic Bag","Amphipods","Crustacean"
"377","in2020_v08",14,17,"Cyphocaris richardi",28406004,0.5,1,"<","1","-20 degC",NA,"Plastic Bag","Amphipods","Crustacean"
"378","in2020_v08",22,29,"Cyphocaris richardi",28406004,0.5,3,"weight",NA,"-20 degC",NA,"Plastic Bag","Amphipods","Crustacean"
"379","in2020_v08",28,21,"Cyphocaris richardi",28406004,4,15,NA,NA,"-20 degC",NA,NA,"Amphipods","Crustacean"
"380","in2020_v08",30,15,"Cyphocaris richardi",28406004,2,4,NA,NA,"-20 degC",NA,"Plastic Bag","Amphipods","Crustacean"
"381","in2020_v08",36,37,"Cyphocaris richardi",28406004,5,10,NA,NA,"-20 degC",NA,NA,"Amphipods","Crustacean"
"382","in2020_v08",41,47,"Cyphocaris richardi",28406004,1,11,NA,NA,"-20 degC",NA,"Plastic Bag","Amphipods","Crustacean"
"383","in2020_v08",42,27,"Cyphocaris richardi",28406004,4,10,NA,NA,"-20 degC",NA,"Plastic Bag","Amphipods","Crustacean"
"384","in2020_v08",46,14,"Cyphocaris richardi",28406004,3,8,NA,NA,"-20 degC",NA,"Plastic Bag","Amphipods","Crustacean"
"385","in2020_v08",52,28,"Cyphocaris richardi",28406004,0.5,3,"<","1","-20 degC",NA,"Plastic Bag","Amphipods","Crustacean"
"386","in2020_v08",13,24,"Tryphosella macropareia",28405145,8,16,NA,NA,"-20 degC",NA,"Plastic Bag","Amphipods","Crustacean"
"387","in2020_v08",5,17,"Order Amphipoda - undifferentiated",28399000,0.5,2,NA,NA,"-20 degC",NA,"Plastic Bag","Amphipods","Crustacean"
"388","in2020_v08",22,26,"Order Amphipoda - undifferentiated",28399000,0.5,4,"weight",NA,"-20 degC",NA,"Plastic Bag","Amphipods","Crustacean"
"389","in2020_v08",27,7,"Order Amphipoda - undifferentiated",28399000,0.5,86,"All","around","-20 degC",NA,"Plastic Bag","Amphipods","Crustacean"
"390","in2020_v08",29,52,"Order Amphipoda - undifferentiated",28399000,0.5,13,"mixed",NA,"-20 degC",NA,"Plastic Bag","Amphipods","Crustacean"
"391","in2020_v08",31,27,"Order Amphipoda - undifferentiated",28399000,0.5,1,"black;","<","-20 degC",NA,"Plastic Bag","Amphipods","Crustacean"
"392","in2020_v08",31,28,"Order Amphipoda - undifferentiated",28399000,1,30,"mixed","amphipods","-20 degC",NA,"Plastic Bag","Amphipods","Crustacean"
"393","in2020_v08",32,5,"Order Amphipoda - undifferentiated",28399000,0.5,16,"red","amphipod;","-20 degC",NA,"Plastic Bag","Amphipods","Crustacean"
"394","in2020_v08",22,38,"Gnathophausia spp.",28081901,1,1,NA,NA,"-20 degC",NA,"Plastic Bag","Gnathaphausia","Crustacean"
"395","in2020_v08",36,27,"Gnathophausia spp.",28081901,3,3,NA,NA,"-20 degC",NA,NA,"Gnathaphausia","Crustacean"
"396","in2020_v08",41,44,"Gnathophausia spp.",28081901,1,3,NA,NA,"-20 degC",NA,"Plastic Bag","Gnathaphausia","Crustacean"
"397","in2020_v08",52,3,"Gnathophausia spp.",28081901,0.5,3,"<","1","-20 degC",NA,"Plastic Bag","Gnathaphausia","Crustacean"
"398","in2020_v08",12,10,"Gnathophausia gigas",28081003,2,1,NA,NA,"-20 degC",NA,"Plastic Bag","Gnathaphausia","Crustacean"
"399","in2020_v08",2,9,"Euchirella spp.",27212903,0.5,33,NA,NA,"-20 degC",NA,"McCarthy Vial","Copepod","Crustacean"
"400","in2020_v08",3,13,"Euchirella spp.",27212903,0.5,13,NA,NA,"-20 degC",NA,"Plastic Bag","Copepod","Crustacean"
"401","in2020_v08",14,22,"Calanoides spp.",27205901,1,15,NA,NA,"-20 degC",NA,"Plastic Bag","Copepod","Crustacean"
"402","in2020_v08",30,16,"Calanoides spp.",27205901,0.5,12,"<","1","-20 degC",NA,"Plastic Bag","Copepod","Crustacean"
"403","in2020_v08",36,51,"Calanoides spp.",27205901,3,25,NA,NA,"-20 degC",NA,NA,"Copepod","Crustacean"
"404","in2020_v08",41,14,"Order Calanoida - undifferentiated",27201000,0.5,12,"<","1","-20 degC",NA,"Plastic Bag","Copepod","Crustacean"
"405","in2020_v08",28,40,"Subclass Copepoda - undifferentiated",27200000,2,34,NA,NA,"-20 degC",NA,NA,"Copepod","Crustacean"
"406","in2020_v08",14,19,"Gigantocypris spp.",27106913,0.5,1,"<","1","-20 degC",NA,"Plastic Bag","Ostocod","Ostocod"
"407","in2020_v08",28,10,"Gigantocypris spp.",27106913,30,33,NA,NA,"-20 degC",NA,NA,"Ostocod","Ostocod"
"408","in2020_v08",29,63,"Gigantocypris spp.",27106913,NA,4,"subsample","of","-20 degC",NA,"Plastic Bag","Ostocod","Ostocod"
"409","in2020_v08",30,37,"Gigantocypris spp.",27106913,29,23,NA,NA,"-20 degC",NA,"Plastic Bag","Ostocod","Ostocod"
"410","in2020_v08",35,10,"Gigantocypris spp.",27106913,37,24,NA,NA,"-20 degC",NA,NA,"Ostocod","Ostocod"
"411","in2020_v08",36,47,"Gigantocypris spp.",27106913,28,25,NA,NA,"-20 degC",NA,NA,"Ostocod","Ostocod"
"412","in2020_v08",41,26,"Gigantocypris spp.",27106913,0.5,6,"<","1","-20 degC",NA,"Plastic Bag","Ostocod","Ostocod"
"413","in2020_v08",46,11,"Gigantocypris spp.",27106913,1,8,NA,NA,"-20 degC",NA,"Plastic Bag","Ostocod","Ostocod"
"414","in2020_v08",47,12,"Gigantocypris spp.",27106913,10,11,NA,NA,"-20 degC",NA,"Plastic Bag","Ostocod","Ostocod"
"415","in2020_v08",46,45,"Notobranchaeidae - undifferentiated",24413000,1,2,NA,NA,"-20 degC",NA,"Plastic Bag","Gymnosome","other"
"416","in2020_v08",22,33,"Order Gymnosomata - undifferentiated",24410000,2,6,NA,NA,"-20 degC",NA,"Plastic Bag","Gymnosome","other"
"417","in2020_v08",28,47,"Order Gymnosomata - undifferentiated",24410000,2,NA,NA,NA,"-20 degC",NA,NA,"Gymnosome","other"
"418","in2020_v08",29,25,"Order Gymnosomata - undifferentiated",24410000,2,3,"white",NA,"-20 degC",NA,"Plastic Bag","Gymnosome","other"
"419","in2020_v08",29,26,"Order Gymnosomata - undifferentiated",24410000,0.5,3,NA,NA,"-20 degC",NA,"Plastic Bag","Gymnosome","other"
"420","in2020_v08",34,13,"Order Gymnosomata - undifferentiated",24410000,0.5,3,"Dolioid-shaped","pteropod.","-20 degC",NA,NA,"Gymnosome","other"
"421","in2020_v08",41,51,"Order Gymnosomata - undifferentiated",24410000,0.5,1,"<","1","-20 degC",NA,"Plastic Bag","Gymnosome","other"
"422","in2020_v08",11,21,"Styliola subula",24407002,3,43,NA,NA,"-20 degC",NA,"Plastic Bag","Pteropod","other"
"423","in2020_v08",15,13,"Styliola subula",24407002,0.5,83,"<","1","-20 degC",NA,"Plastic Bag","Pteropod","other"
"424","in2020_v08",16,6,"Styliola subula",24407002,0.5,4,NA,NA,"-20 degC",NA,"Plastic Bag","Pteropod","other"
"425","in2020_v08",17,10,"Styliola subula",24407002,3,44,NA,NA,"-20 degC",NA,"Plastic Bag","Pteropod","other"
"426","in2020_v08",19,13,"Styliola subula",24407002,1,3,NA,NA,"-20 degC",NA,"Plastic Bag","Pteropod","other"
"427","in2020_v08",20,6,"Styliola subula",24407002,6,24,NA,NA,"-20 degC",NA,"Plastic Bag","Pteropod","other"
"428","in2020_v08",22,64,"Styliola subula",24407002,0.5,1,"weight",NA,"-20 degC",NA,"Plastic Bag","Pteropod","other"
"429","in2020_v08",25,11,"Styliola subula",24407002,0.5,5,"wet","weight","-20 degC",NA,"Plastic Bag","Pteropod","other"
"430","in2020_v08",27,9,"Styliola subula",24407002,0.5,7,"Not","sure","-20 degC",NA,NA,"Pteropod","other"
"431","in2020_v08",28,49,"Styliola subula",24407002,0.5,4,NA,NA,"-20 degC",NA,NA,"Pteropod","other"
"432","in2020_v08",30,23,"Styliola subula",24407002,0.5,1,"<","1","-20 degC",NA,"Plastic Bag","Pteropod","other"
"433","in2020_v08",31,13,"Styliola subula",24407002,1,8,NA,NA,"-20 degC",NA,"Plastic Bag","Pteropod","other"
"434","in2020_v08",34,8,"Styliola subula",24407002,0.5,9,NA,NA,"-20 degC",NA,NA,"Pteropod","other"
"435","in2020_v08",36,4,"Styliola subula",24407002,4,12,NA,NA,"-20 degC",NA,NA,"Pteropod","other"
"436","in2020_v08",39,15,"Styliola subula",24407002,0.5,1,NA,NA,"-20 degC",NA,NA,"Pteropod","other"
"437","in2020_v08",41,19,"Styliola subula",24407002,0.5,2,"<","1","-20 degC",NA,"Plastic Bag","Pteropod","other"
"438","in2020_v08",44,5,"Styliola subula",24407002,3,4,NA,NA,"-20 degC",NA,"Plastic Bag","Pteropod","other"
"439","in2020_v08",16,11,"Clio spp.",24406901,1,6,NA,NA,"-20 degC",NA,"Plastic Bag","Pteropod","other"
"440","in2020_v08",36,13,"Clio spp.",24406901,0.5,1,NA,NA,"-20 degC",NA,NA,"Pteropod","other"
"441","in2020_v08",41,17,"Clio spp.",24406901,0.5,2,"<","1","-20 degC",NA,"Plastic Bag","Pteropod","other"
"442","in2020_v08",22,31,"Clio recurva",24406004,0.5,1,"weight",NA,"-20 degC",NA,"Plastic Bag","Pteropod","other"
"443","in2020_v08",28,53,"Clio recurva",24406004,2,3,NA,NA,"-20 degC",NA,NA,"Pteropod","other"
"444","in2020_v08",30,22,"Clio recurva",24406004,1,4,NA,NA,"-20 degC",NA,"Plastic Bag","Pteropod","other"
"445","in2020_v08",29,27,"Order Thecosomata - undifferentiated",24400000,0.5,1,"red;",NA,"-20 degC",NA,"Plastic Bag","Pteropod","other"
"446","in2020_v08",30,49,"Order Thecosomata - undifferentiated",24400000,2,2,NA,NA,"-20 degC",NA,"Plastic Bag","Pteropod","other"
"447","in2020_v08",41,50,"Order Thecosomata - undifferentiated",24400000,0.5,2,"<","1","-20 degC",NA,"Plastic Bag","Pteropod","other"
"448","in2020_v08",52,21,"Order Thecosomata - undifferentiated",24400000,0.5,1,"<","1","-20 degC",NA,"Plastic Bag","Pteropod","other"
"449","in2020_v08",30,36,"Danilia spp.",24051901,0.5,1,"<","1","-20 degC",NA,"Plastic Bag","pelagic gastropod","other"
"450","in2020_v08",5,14,"Cranchiidae - undifferentiated",23643000,16,3,NA,NA,"-20 degC",NA,"Plastic Bag","Cephalopod","Cephalopod"
"451","in2020_v08",7,34,"Cranchiidae - undifferentiated",23643000,0.5,1,NA,NA,"-20 degC",NA,"Plastic Bag","Cephalopod","Cephalopod"
"452","in2020_v08",12,29,"Cranchiidae - undifferentiated",23643000,1,4,NA,NA,"-20 degC",NA,"Plastic Bag","Cephalopod","Cephalopod"
"453","in2020_v08",13,21,"Cranchiidae - undifferentiated",23643000,5,3,NA,NA,"-20 degC",NA,"Plastic Bag","Cephalopod","Cephalopod"
"454","in2020_v08",14,23,"Cranchiidae - undifferentiated",23643000,1,1,"two","different","-20 degC",NA,"Plastic Bag","Cephalopod","Cephalopod"
"455","in2020_v08",20,8,"Cranchiidae - undifferentiated",23643000,1,6,NA,NA,"-20 degC",NA,"Plastic Bag","Cephalopod","Cephalopod"
"456","in2020_v08",22,15,"Cranchiidae - undifferentiated",23643000,50,6,NA,NA,"-20 degC",NA,"Plastic Bag","Cephalopod","Cephalopod"
"457","in2020_v08",28,34,"Cranchiidae - undifferentiated",23643000,0.5,2,"<","1","-20 degC",NA,"Plastic Bag","Cephalopod","Cephalopod"
"458","in2020_v08",30,38,"Cranchiidae - undifferentiated",23643000,3,2,NA,NA,"-20 degC",NA,"Plastic Bag","Cephalopod","Cephalopod"
"459","in2020_v08",36,46,"Cranchiidae - undifferentiated",23643000,3,4,NA,NA,"-20 degC",NA,NA,"Cephalopod","Cephalopod"
"460","in2020_v08",41,49,"Cranchiidae - undifferentiated",23643000,0.5,1,"<","1","-20 degC",NA,"Plastic Bag","Cephalopod","Cephalopod"
"461","in2020_v08",43,4,"Cranchiidae - undifferentiated",23643000,0.5,1,"<","1","-20 degC",NA,"Plastic Bag","Cephalopod","Cephalopod"
"462","in2020_v08",44,19,"Cranchiidae - undifferentiated",23643000,0.5,2,"<","1","-20 degC",NA,"Plastic Bag","Cephalopod","Cephalopod"
"463","in2020_v08",45,12,"Cranchiidae - undifferentiated",23643000,5,3,NA,NA,"-20 degC",NA,"Plastic Bag","Cephalopod","Cephalopod"
"464","in2020_v08",46,42,"Cranchiidae - undifferentiated",23643000,0.5,1,NA,NA,"-20 degC",NA,"Plastic Bag","Cephalopod","Cephalopod"
"465","in2020_v08",48,4,"Cranchiidae - undifferentiated",23643000,1,3,NA,NA,"-20 degC",NA,"Plastic Bag","Cephalopod","Cephalopod"
"466","in2020_v08",49,7,"Cranchiidae - undifferentiated",23643000,4,4,NA,NA,"-20 degC",NA,NA,"Cephalopod","Cephalopod"
"467","in2020_v08",46,44,"Order Teuthoidea - undifferentiated",23615000,35,1,"""teuthoid-","ommastrephid","-20 degC",NA,"Plastic Bag","Cephalopod","Cephalopod"
"468","in2020_v08",3,2,"Sepiolidae - undifferentiated",23609000,0.5,1,NA,NA,"-20 degC",NA,"Plastic Bag","Cephalopod","Cephalopod"
"469","in2020_v08",14,46,"Sepiolidae - undifferentiated",23609000,0.5,1,"with","number","-20 degC",NA,"Plastic Bag","Cephalopod","Cephalopod"
"470","in2020_v08",22,24,"Sepiidae - undifferentiated",23607000,12,7,NA,NA,"-20 degC",NA,"Plastic Bag","Cephalopod","Cephalopod"
"471","in2020_v08",39,2,"Tomopteris spp.",22068901,14,8,NA,NA,"-20 degC",NA,NA,"worms","other"
"472","in2020_v08",43,5,"Tomopteris spp.",22068901,4,4,NA,NA,"-20 degC",NA,"Plastic Bag","worms","other"
"473","in2020_v08",44,1,"Tomopteris spp.",22068901,23,36,NA,NA,"-20 degC",NA,"Plastic Bag","worms","other"
"474","in2020_v08",52,22,"Tomopteris spp.",22068901,0.5,1,"<","1","-20 degC",NA,"Plastic Bag","worms","other"
"475","in2020_v08",7,27,"Class Polychaeta - undifferentiated",2.2e+07,0.5,2,NA,NA,"-20 degC",NA,"Plastic Bag","worms","other"
"476","in2020_v08",17,12,"Class Polychaeta - undifferentiated",2.2e+07,0.5,1,"weight",NA,"-20 degC",NA,"Plastic Bag","worms","other"
"477","in2020_v08",22,30,"Class Polychaeta - undifferentiated",2.2e+07,0.5,2,"weight",NA,"-20 degC",NA,"Plastic Bag","worms","other"
"478","in2020_v08",44,18,"Class Polychaeta - undifferentiated",2.2e+07,0.5,1,"<","1","-20 degC",NA,"Plastic Bag","worms","other"
"479","in2020_v08",28,30,"Pelagonemertes spp.",14125901,26,9,NA,NA,"-20 degC",NA,"Plastic Bag","worms","other"
"480","in2020_v08",41,27,"Pelagonemertes spp.",14125901,5,17,"fern","appearance","-20 degC",NA,"Plastic Bag","worms","other"
"481","in2020_v08",42,18,"Pelagonemertes spp.",14125901,2,11,NA,NA,"-20 degC",NA,"Plastic Bag","worms","other"
"482","in2020_v08",47,18,"Pelagonemertes spp.",14125901,5,8,NA,NA,"-20 degC",NA,"Plastic Bag","worms","other"
"483","in2020_v08",52,15,"Pelagonemertes spp.",14125901,1,4,NA,NA,"-20 degC",NA,"Plastic Bag","worms","other"
"484","in2020_v08",30,43,"Phylum Nemertea - undifferentiated",1.4e+07,1,3,NA,NA,"-20 degC",NA,"Plastic Bag","worms","other"
"485","in2020_v08",15,4,"Beroe spp.",12090901,200,1,NA,NA,"-20 degC",NA,"Plastic Bag","Ctenophore","Gelatinous"
"486","in2020_v08",20,4,"Beroe spp.",12090901,656,3,NA,NA,"-20 degC",NA,"Plastic Bag","Ctenophore","Gelatinous"
"487","in2020_v08",23,5,"Beroe spp.",12090901,7,6,NA,NA,"-20 degC",NA,"Plastic Bag","Ctenophore","Gelatinous"
"488","in2020_v08",39,9,"Beroe spp.",12090901,1,1,NA,NA,"-20 degC",NA,NA,"Ctenophore","Gelatinous"
"489","in2020_v08",24,11,"Euplokamis spp.",12018901,20,16,NA,NA,"-20 degC",NA,"Plastic Bag","Ctenophore","Gelatinous"
"490","in2020_v08",27,8,"Euplokamis spp.",12018901,48,42,"See","subsample","-20 degC",NA,"Plastic Bag","Ctenophore","Gelatinous"
"491","in2020_v08",33,5,"Euplokamis spp.",12018901,3,19,NA,NA,"-20 degC",NA,"Plastic Bag","Ctenophore","Gelatinous"
"492","in2020_v08",45,15,"Euplokamis spp.",12018901,15,20,NA,NA,"-20 degC",NA,"Plastic Bag","Ctenophore","Gelatinous"
"493","in2020_v08",49,26,"Euplokamis spp.",12018901,28,25,NA,NA,"-20 degC",NA,NA,"Ctenophore","Gelatinous"
"494","in2020_v08",27,17,"Phylum Ctenophora - undifferentiated",1.2e+07,1390,NA,"Large","clear","-20 degC",NA,NA,"Ctenophore","Gelatinous"
"495","in2020_v08",22,2,"Periphylla periphylla",11128001,6,1,NA,NA,"-20 degC",NA,"Plastic Bag","Medusa","Gelatinous"
"496","in2020_v08",27,1,"Periphylla periphylla",11128001,170,1,NA,NA,"-20 degC",NA,"Plastic Bag","Medusa","Gelatinous"
"497","in2020_v08",28,2,"Periphylla periphylla",11128001,1470,17,NA,NA,"-20 degC",NA,NA,"Medusa","Gelatinous"
"498","in2020_v08",29,2,"Periphylla periphylla",11128001,550,17,"9","frozen;","-20 degC",NA,"Plastic Bag","Medusa","Gelatinous"
"499","in2020_v08",30,26,"Periphylla periphylla",11128001,804,18,NA,NA,"-20 degC",NA,"Plastic Bag","Medusa","Gelatinous"
"500","in2020_v08",35,12,"Periphylla periphylla",11128001,680,13,NA,NA,"-20 degC",NA,NA,"Medusa","Gelatinous"
"501","in2020_v08",36,3,"Periphylla periphylla",11128001,143,12,NA,NA,"-20 degC",NA,NA,"Medusa","Gelatinous"
"502","in2020_v08",37,8,"Periphylla periphylla",11128001,109,2,NA,NA,"-20 degC",NA,NA,"Medusa","Gelatinous"
"503","in2020_v08",40,11,"Periphylla periphylla",11128001,40,3,NA,NA,"-20 degC",NA,NA,"Medusa","Gelatinous"
"504","in2020_v08",41,5,"Periphylla periphylla",11128001,384,14,NA,NA,"-20 degC",NA,"Plastic Bag","Medusa","Gelatinous"
"505","in2020_v08",42,43,"Periphylla periphylla",11128001,245,11,NA,NA,"-20 degC",NA,"Plastic Bag","Medusa","Gelatinous"
"506","in2020_v08",46,17,"Periphylla periphylla",11128001,1010,8,"5","frozen","-20 degC",NA,"Plastic Bag","Medusa","Gelatinous"
"507","in2020_v08",47,6,"Periphylla periphylla",11128001,269,10,NA,NA,"-20 degC",NA,"Plastic Bag","Medusa","Gelatinous"
"508","in2020_v08",52,6,"Periphylla periphylla",11128001,1321,9,NA,NA,"-20 degC",NA,"Plastic Bag","Medusa","Gelatinous"
"509","in2020_v08",53,6,"Periphylla periphylla",11128001,185,2,NA,NA,"-20 degC","Ethanol 95%","Plastic Bag","Medusa","Gelatinous"
"510","in2020_v08",13,19,"Atolla wyvillei",11123002,8,1,NA,NA,"-20 degC",NA,"Plastic Bag","Medusa","Gelatinous"
"511","in2020_v08",18,14,"Atolla wyvillei",11123002,9,1,NA,NA,"-20 degC",NA,"Plastic Bag","Medusa","Gelatinous"
"512","in2020_v08",22,1,"Atolla wyvillei",11123002,20,5,NA,NA,"-20 degC",NA,"Plastic Bag","Medusa","Gelatinous"
"513","in2020_v08",28,3,"Atolla wyvillei",11123002,440,19,NA,NA,"-20 degC",NA,NA,"Medusa","Gelatinous"
"514","in2020_v08",29,1,"Atolla wyvillei",11123002,460,13,"4","frozen,","-20 degC",NA,"Plastic Bag","Medusa","Gelatinous"
"515","in2020_v08",30,25,"Atolla wyvillei",11123002,60,10,NA,NA,"-20 degC",NA,"Plastic Bag","Medusa","Gelatinous"
"516","in2020_v08",36,2,"Atolla wyvillei",11123002,293,14,NA,NA,"-20 degC",NA,NA,"Medusa","Gelatinous"
"517","in2020_v08",39,11,"Atolla wyvillei",11123002,91,1,NA,NA,"-20 degC",NA,NA,"Medusa","Gelatinous"
"518","in2020_v08",41,9,"Atolla wyvillei",11123002,189,8,NA,NA,"-20 degC",NA,"Plastic Bag","Medusa","Gelatinous"
"519","in2020_v08",42,30,"Atolla wyvillei",11123002,168,14,NA,NA,"-20 degC",NA,"Plastic Bag","Medusa","Gelatinous"
"520","in2020_v08",46,16,"Atolla wyvillei",11123002,375,11,"5","frozen","-20 degC",NA,"Plastic Bag","Medusa","Gelatinous"
"521","in2020_v08",47,7,"Atolla wyvillei",11123002,136,9,NA,NA,"-20 degC",NA,"Plastic Bag","Medusa","Gelatinous"
"522","in2020_v08",52,5,"Atolla wyvillei",11123002,62,7,NA,NA,"-20 degC",NA,"Plastic Bag","Medusa","Gelatinous"
"523","in2020_v08",19,1,"Amphicaryon spp.",11095903,24,28,NA,NA,"-20 degC",NA,"Plastic Bag","Siphonophore","Gelatinous"
"524","in2020_v08",19,20,"Rosacea spp.",11095902,8,4,NA,NA,"-20 degC",NA,"Plastic Bag","Siphonophore","Gelatinous"
"525","in2020_v08",29,31,"Amphicaryon acaule",11095003,250,NA,NA,NA,"-20 degC",NA,"Plastic Bag","Siphonophore","Gelatinous"
"526","in2020_v08",32,6,"Amphicaryon acaule",11095003,203,NA,"bracts",NA,"-20 degC",NA,"Plastic Bag","Siphonophore","Gelatinous"
"527","in2020_v08",32,7,"Rosacea plicata",11095002,406,NA,"bracts",NA,"-20 degC",NA,"Plastic Bag","Siphonophore","Gelatinous"
"528","in2020_v08",3,8,"Hippopodius spp.",11094901,65,NA,NA,NA,"-20 degC",NA,"Plastic Bag","Siphonophore","Gelatinous"
"529","in2020_v08",10,11,"Hippopodius spp.",11094901,3,6,NA,NA,"-20 degC",NA,"Plastic Bag","Siphonophore","Gelatinous"
"530","in2020_v08",15,6,"Hippopodius spp.",11094901,474,6,"200","g","-20 degC",NA,"Plastic Bag","Siphonophore","Gelatinous"
"531","in2020_v08",1,33,"Vogtia spinosa",11094003,20,6,NA,NA,"-20 degC",NA,"Plastic Bag","Siphonophore","Gelatinous"
"532","in2020_v08",16,24,"Vogtia spinosa",11094003,6,6,"spikey","siphonophore","-20 degC",NA,"Plastic Bag","Siphonophore","Gelatinous"
"533","in2020_v08",1,24,"Diphyes spp.",11093903,0.5,1,NA,NA,"-20 degC",NA,"Plastic Bag","Siphonophore","Gelatinous"
"534","in2020_v08",3,11,"Diphyes spp.",11093903,0.5,3,NA,NA,"-20 degC",NA,"Plastic Bag","Siphonophore","Gelatinous"
"535","in2020_v08",4,5,"Diphyes spp.",11093903,0.5,9,NA,NA,"-20 degC",NA,"Plastic Bag","Siphonophore","Gelatinous"
"536","in2020_v08",7,16,"Diphyes spp.",11093903,18,20,NA,NA,"-20 degC",NA,"Plastic Bag","Siphonophore","Gelatinous"
"537","in2020_v08",10,2,"Diphyes spp.",11093903,0.5,7,NA,NA,"-20 degC",NA,"Plastic Bag","Siphonophore","Gelatinous"
"538","in2020_v08",14,2,"Diphyes spp.",11093903,21,15,NA,NA,"-20 degC",NA,"Plastic Bag","Siphonophore","Gelatinous"
"539","in2020_v08",17,15,"Diphyes spp.",11093903,0.5,11,"weight",NA,"-20 degC",NA,"Plastic Bag","Siphonophore","Gelatinous"
"540","in2020_v08",21,19,"Diphyes spp.",11093903,0.5,10,NA,NA,"-20 degC",NA,"Plastic Bag","Siphonophore","Gelatinous"
"541","in2020_v08",22,9,"Diphyes spp.",11093903,18,20,NA,NA,"-20 degC",NA,"Plastic Bag","Siphonophore","Gelatinous"
"542","in2020_v08",28,1,"Diphyes spp.",11093903,15,15,NA,NA,"-20 degC",NA,NA,"Siphonophore","Gelatinous"
"543","in2020_v08",29,40,"Diphyes spp.",11093903,9,12,NA,NA,"-20 degC",NA,"Plastic Bag","Siphonophore","Gelatinous"
"544","in2020_v08",30,28,"Diphyes spp.",11093903,15,16,NA,NA,"-20 degC",NA,"Plastic Bag","Siphonophore","Gelatinous"
"545","in2020_v08",35,42,"Diphyes spp.",11093903,25,19,NA,NA,"-20 degC",NA,NA,"Siphonophore","Gelatinous"
"546","in2020_v08",36,5,"Diphyes spp.",11093903,8,10,NA,NA,"-20 degC",NA,NA,"Siphonophore","Gelatinous"
"547","in2020_v08",40,7,"Diphyes spp.",11093903,1,4,NA,NA,"-20 degC",NA,NA,"Siphonophore","Gelatinous"
"548","in2020_v08",41,6,"Diphyes spp.",11093903,13,4,NA,NA,"-20 degC",NA,"Plastic Bag","Siphonophore","Gelatinous"
"549","in2020_v08",42,44,"Diphyes spp.",11093903,3,4,NA,NA,"-20 degC",NA,"Plastic Bag","Siphonophore","Gelatinous"
